39989349.9,116387958.3,397741763.773
39989360.0,116387966.6,397741766.319
39989433.3,116388028.3,397741767.13
39989521.6,116388056.6,397741771.296
39989611.6,116388043.3,397741772.685
39989706.6,116388036.6,397741773.727
39989796.6,116388069.9,397741780.671
39989866.6,116388011.6,397741791.435
39989951.6,116387969.9,397741792.593
39990028.3,116387920.0,397741793.634
39990121.6,116387903.3,397741794.792
39990213.3,116387885.0,397741795.949
39990289.9,116387833.3,397741796.991
39990358.3,116387771.6,397741797.917
39990451.6,116387741.6,397741799.19
39990541.6,116387734.9,397741804.398
39990611.6,116387669.9,397741805.671
39990696.6,116387640.0,397741807.639
39990791.6,116387616.6,397741811.227
39990878.3,116387575.0,397741812.153
39990960.0,116387526.6,397741812.963
39991051.6,116387486.6,397741813.889
39991148.3,116387518.3,397741814.931
39991233.3,116387555.0,397741815.972
39991341.6,116387571.6,397741820.139
39991384.9,116387483.3,397741830.324
39991446.6,116387415.0,397741831.481
39991543.3,116387411.6,397741832.755
39991633.3,116387431.6,397741833.565
39991709.9,116387485.0,397741834.722
39991758.3,116387398.3,397741842.477
39991819.9,116387326.6,397741855.671
39991906.6,116387284.9,397741856.944
39992003.3,116387286.6,397741858.449
39992088.3,116387331.6,397741859.722
39992181.6,116387308.3,397741861.458
39992276.6,116387296.6,397741864.815
39992366.6,116387301.6,397741865.856
39992461.6,116387311.6,397741867.593
39992551.6,116387286.6,397741868.75
39992655.0,116387299.9,397741869.792
39992725.0,116387361.6,397741870.833
39992821.6,116387338.3,397741871.991
39992924.9,116387338.3,397741873.148
39993013.3,116387310.0,397741874.19
39993091.6,116387263.3,397741875.347
39993170.0,116387308.3,397741877.778
39993263.3,116387281.6,397741881.134
39993361.6,116387298.3,397741882.176
39993451.6,116387321.6,397741883.333
39993441.6,116387231.6,397741892.014
39993546.6,116387223.3,397741899.19
39993644.9,116387229.9,397741899.769
39993736.6,116387221.6,397741900.347
39993833.3,116387201.6,397741905.324
39993846.6,116387111.6,397741915.278
39993769.9,116387058.3,397741915.972
39993708.3,116386988.3,397741916.667
39993633.3,116386928.3,397741917.477
39993578.3,116386840.0,397741918.981
39993559.9,116386738.3,397741919.676
39993533.3,116386630.0,397741920.37
39993511.6,116386541.6,397741921.181
39993503.3,116386446.6,397741922.106
39993425.0,116386491.6,397742039.931
39993340.0,116386444.9,397742041.319
39993246.6,116386455.0,397742042.477
39993156.6,116386475.0,397742043.634
39993113.3,116386394.9,397742044.444
39993086.6,116386306.6,397742045.255
39993038.3,116386221.6,397742046.296
39993009.9,116386131.6,397742047.106
39992994.9,116386041.6,397742048.032
39992983.3,116385946.6,397742049.19
39992960.0,116385849.9,397742050.347
39992893.3,116385786.6,397742051.505
39992806.6,116385743.3,397742053.009
39992776.6,116385655.0,397742054.051
39992744.9,116385554.9,397742054.63
39992710.0,116385451.6,397742055.208
39992670.0,116385366.6,397742055.787
39992579.9,116385356.6,397742057.176
39992481.6,116385323.3,397742058.218
39992411.6,116385248.3,397742059.375
39992315.0,116385274.9,397742060.764
39992260.0,116385346.6,397742061.574
39992218.3,116385428.3,397742062.5
39992121.6,116385478.3,397742064.12
39992014.9,116385496.6,397742064.815
39991946.6,116385556.6,397742066.782
39991891.6,116385483.3,397742068.287
39991751.6,116385503.3,397742069.56
39991663.3,116385481.6,397742070.37
39991571.6,116385486.6,397742071.412
39991475.0,116385533.3,397742072.222
39991384.9,116385495.0,397742074.537
39991293.3,116385394.9,397742078.125
39991201.6,116385421.6,397742084.259
39991089.9,116385441.6,397742085.995
39990998.3,116385429.9,397742086.921
39990908.3,116385436.6,397742088.079
39990818.3,116385468.3,397742089.583
39990731.6,116385506.6,397742091.204
39990641.6,116385513.3,397742093.403
39990511.6,116385530.0,397742096.065
39990425.0,116385561.6,397742097.685
39990336.6,116385583.3,397742098.958
39990255.0,116385539.9,397742100.463
39990258.3,116385404.9,397742101.736
39990171.6,116385443.3,397742106.713
39990075.0,116385440.0,397742107.87
39989986.6,116385414.9,397742109.606
39989893.3,116385454.9,397742110.648
39989799.9,116385463.3,397742111.574
39989696.6,116385454.9,397742116.319
39989606.6,116385445.0,397742117.13
39989574.9,116385338.3,397742118.519
39989570.0,116385209.9,397742119.213
39989571.6,116385103.3,397742120.602
